local,oaci,iata,tipo,denominacion,coordenadas,latitud,longitud,elev,uom_elev,ref,distancia_ref,direccion_ref,condicion,control,region,fir,uso,trafico,sna,concesionado,provincia,inhab
ACB,SIN_CODIGO,SIN_CODIGO,aeródromo,CORONEL BOGADO/AGROSERVICIOS,"33°16'20""S  60°34'14""W",-33.27222222222222,-60.57055555555556,44.0,Metros,Coronel Bogado,6.0,NE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
ACH,SIN_CODIGO,SIN_CODIGO,aeródromo,GENERAL ACHA,"37°24' 6""S  64°36'49""W",-37.401666666666664,-64.61361111111111,277.0,Metros,General Acha,3.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,La Pampa,NO
ACM,SIN_CODIGO,SIN_CODIGO,aeródromo,ARRECIFES/LA CURA MALAL,"34° 4'33""S  60° 8'30""W",-34.075833333333335,-60.141666666666666,37.0,Metros,Arrecifes,4.0,OSO,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
ADO,SAWD,PUD,aeródromo,PUERTO DESEADO,"47°44' 6""S  65°54'15""W",-47.735,-65.90416666666667,82.0,Metros,Puerto Deseado,2.0,N,PUBLICO,AERADIO,RASU,SAVF,civil,Nacional,NO,NO,Santa Cruz,NO
ADT,SIN_CODIGO,SIN_CODIGO,aeródromo,BANDERA/AGROSERVICIOS DOÑA TERESA,"28°51'19""S  62°15'53""W",-28.85527777777778,-62.264722222222225,75.0,Metros,Bandera,4.0,N,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Santiago Del Estero,NO
ADU,SIN_CODIGO,SIN_CODIGO,aeródromo,BANDERA/DUTTO,"28°52' 1""S  62°14'17""W",-28.866944444444446,-62.238055555555555,87.0,Metros,Bandera,3.0,NE,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Santiago Del Estero,NO
AER,SABE,AEP,aeródromo,BUENOS AIRES/AEROPARQUE J. NEWBERY,"34°33'32""S  58°24'59""W",-34.55888888888889,-58.41638888888889,5.6,Metros,Ciudad de Buenos Aires,2.0,NE,PUBLICO,CONTROL,RACE,SAEF,joint,Internacional,SI,SI,Ciudad Autónoma De Buenos Aires,NO
AGI,SAVA,SIN_CODIGO,aeródromo,PIEDRA DEL ÁGUILA,"40°11'32""S  70° 0'39""W",-40.19222222222222,-70.01083333333334,649.0,Metros,Piedra del Águila,17.0,SSE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Neuquén,NO
AGR,SIN_CODIGO,SIN_CODIGO,aeródromo,ALTA GRACIA,"31°39' 4""S  64°23'38""W",-31.65111111111111,-64.3938888888889,533.0,Metros,Alta Gracia,2.0,E,PUBLICO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
AII,SIN_CODIGO,SIN_CODIGO,aeródromo,CHACABUCO/LAS DOS A,"34°48'40""S  60°30'60""W",-34.81111111111111,-60.516666666666666,60.0,Metros,Chacabuco,20.0,SSO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
AJA,SIN_CODIGO,SIN_CODIGO,aeródromo,LA LAJA,"31°21' 5""S  68°28'23""W",-31.35138888888889,-68.47305555555556,650.0,Metros,La Laja,1.0,SSE,PRIVADO,NOCONTROL,RANO,SAMF,civil,Nacional,NO,NO,San Juan,NO
ALC,SIN_CODIGO,SIN_CODIGO,aeródromo,AMEGHINO/LA CHACRA,"34°48'34""S  62°31'23""W",-34.809444444444445,-62.52305555555555,109.0,Metros,Florentino Ameghino,7.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
ALL,SIN_CODIGO,SIN_CODIGO,aeródromo,ALLEN,"38°57'30""S  67°48'10""W",-38.958333333333336,-67.80277777777778,290.0,Metros,Allen,3.5,E,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Río Negro,NO
ALR,SIN_CODIGO,SIN_CODIGO,aeródromo,ALEJANDRO ROCA,"33°20'55""S  63°43'48""W",-33.34861111111111,-63.730000000000004,210.0,Metros,Alejandro Roca,1.5,SO,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
ALT,SIN_CODIGO,SIN_CODIGO,aeródromo,CRUZ ALTA,"33° 0'28""S  61°50'13""W",-33.007777777777775,-61.83694444444445,97.0,Metros,Cruz Alta,2.0,O,PUBLICO,NOCONTROL,RACE,SACF,civil,Nacional,NO,NO,Córdoba,NO
ALV,SIN_CODIGO,SIN_CODIGO,aeródromo,ALVEAR/AGROALVEAR SRL,"33° 4' 7""S  60°40' 1""W",-33.06861111111112,-60.66694444444444,32.0,Metros,Alvear,4.5,O,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
AMA,SIN_CODIGO,SIN_CODIGO,aeródromo,ROBERTS/LA AMALIA,"35° 6' 2""S  62° 0'60""W",-35.10055555555556,-62.016666666666666,100.0,Metros,Roberts,6.5,NO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
AME,SIN_CODIGO,SIN_CODIGO,aeródromo,AMEGHINO/SIGFRIDO ROHR,"34°49'50""S  62°28' 4""W",-34.830555555555556,-62.467777777777776,110.0,Metros,Florentino Ameghino,2.0,N,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
AMG,SIN_CODIGO,SIN_CODIGO,aeródromo,AMEGHINO,"34°50'43""S  62°28'58""W",-34.84527777777778,-62.48277777777778,110.0,Metros,Florentino Ameghino,2.5,ONO,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
ANA,SIN_CODIGO,SIN_CODIGO,aeródromo,PARANÁ/AEROCLUB,"31°45'28""S  60°22'26""W",-31.75777777777778,-60.37388888888889,60.0,Metros,La Picada,15.0,ESE,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Entre Ríos,NO
AND,SIN_CODIGO,SIN_CODIGO,aeródromo,ANDALGALÁ,"27°37'41""S  66°20'34""W",-27.628055555555555,-66.34277777777777,900.0,Metros,Andalgalá,1.0,O,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Catamarca,NO
APO,SIN_CODIGO,SIN_CODIGO,aeródromo,APÓSTOLES,"27°54'12""S  55°45'56""W",-27.903333333333332,-55.76555555555556,117.0,Metros,Apóstoles,1.6,NO,PRIVADO,NOCONTROL,RANE,SARR,civil,Nacional,NO,NO,Misiones,NO
ARB,SIN_CODIGO,SIN_CODIGO,aeródromo,ARRIBEÑOS,"34°13'19""S  61°23'12""W",-34.221944444444446,-61.38666666666666,82.0,Metros,Arribeños,3.3,SO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
ARS,SAVR,ARR,aeródromo,ALTO RÍO SENGUERR/D. C. SZLAPELIS,"45° 0'48""S  70°48'46""W",-45.013333333333335,-70.81277777777777,697.0,Metros,Alto Río Senguerr,3.0,N,PUBLICO,AERADIO,RASU,SACF,civil,Nacional,NO,NO,Chubut,NO
ARY,SIN_CODIGO,SIN_CODIGO,aeródromo,ARROYITO/ARCOR,"31°25'20""S  63° 0'18""W",-31.422222222222224,-63.005,148.0,Metros,Arroyito,4.0,E,PUBLICO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
ATE,SIN_CODIGO,SIN_CODIGO,aeródromo,ZÁRATE,"34° 7' 6""S  59° 4'58""W",-34.11833333333333,-59.08277777777778,26.0,Metros,Zárate,6.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
ATN,SIN_CODIGO,SIN_CODIGO,aeródromo,TRENQUE LAUQUEN/LA ARGENTINA,"35°59'52""S  62°42'23""W",-35.99777777777778,-62.70638888888889,95.0,Metros,Trenque Lauquen,2.0,SE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
AUL,SIN_CODIGO,SIN_CODIGO,aeródromo,AMEGHINO/AUGUSTO LEGUIZAMÓN,"34°49' 5""S  62°28'38""W",-34.81805555555556,-62.477222222222224,109.0,Metros,Florentino Ameghino,3.0,NNO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
AVA,SIN_CODIGO,SIN_CODIGO,aeródromo,ALVEAR/AEROPARQUE ROSARIO,"33° 2'49""S  60°35'51""W",-33.04694444444444,-60.597500000000004,26.0,Metros,Alvear,2.5,ENE,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
AVL,SIN_CODIGO,SIN_CODIGO,aeródromo,AVELLANEDA/PRESIDENTE AVELLANEDA,"29° 6'22""S  59°39'27""W",-29.10611111111111,-59.6575,45.0,Metros,Avellaneda,1.0,N,PUBLICO,NOCONTROL,RANE,SARR,civil,Nacional,NO,NO,Santa Fé,NO
AYA,SIN_CODIGO,SIN_CODIGO,aeródromo,AYACUCHO,"37° 9'45""S  58°28'23""W",-37.1625,-58.473055555555554,77.0,Metros,Ayacucho,0.9,SE,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BAD,SIN_CODIGO,SIN_CODIGO,aeródromo,BERÓN DE ASTRADA/DINALUCA S.A.,"27°22'58""S  57°38'39""W",-27.38277777777778,-57.64416666666666,67.0,Metros,Berón de Astrada,21.0,NNO,PRIVADO,NOCONTROL,RANE,SARR,civil,Nacional,NO,NO,Corrientes,NO
BAI,SIN_CODIGO,SIN_CODIGO,aeródromo,LAGO BUENOS AIRES,"46°34'34""S  70°56'53""W",-46.57611111111112,-70.94805555555556,387.0,Metros,Perito Moreno,2.5,NNO,PRIVADO,NOCONTROL,RASU,SAVF,civil,Nacional,NO,NO,Santa Cruz,NO
BAL,SIN_CODIGO,SIN_CODIGO,aeródromo,BALCARCE,"37°54'55""S  58°20'37""W",-37.915277777777774,-58.343611111111116,120.0,Metros,Balcarce,12.0,S,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BAR,SAZS,BRC,aeródromo,SAN CARLOS DE BARILOCHE,"41° 9' 4""S  71° 9'28""W",-41.151111111111106,-71.15777777777778,846.0,Metros,San Carlos de Bariloche,13.0,E,PUBLICO,CONTROL,RACE,SAEF,desconocido,Internacional,SI,SI,Río Negro,NO
BAS,SIN_CODIGO,SIN_CODIGO,aeródromo,BASAVILBASO,"32°21'42""S  58°52'54""W",-32.361666666666665,-58.88166666666667,60.0,Metros,Basavilbaso,1.0,NO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Entre Ríos,NO
BCA,SAZB,BHI,aeródromo,BAHÍA BLANCA/COMANDANTE ESPORA,"38°43'39""S  62° 9'12""W",-38.7275,-62.15333333333333,75.0,Metros,Bahía Blanca,10.0,E,PUBLICO,CONTROL,RACE,SAEF,joint,Nacional,SI,NO,Buenos Aires,NO
BDO,SIN_CODIGO,SIN_CODIGO,aeródromo,BARADERO,"33°49'16""S  59°29'34""W",-33.821111111111115,-59.49277777777778,29.0,Metros,Baradero,1.5,NO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BDR,SIN_CODIGO,SIN_CODIGO,aeródromo,BAHÍA DORADA,"41°50'34""S  65° 4'56""W",-41.84277777777778,-65.08222222222221,36.0,Metros,Sierra Grande,35.0,SE,PRIVADO,NOCONTROL,RASU,SAVF,civil,Nacional,NO,NO,Río Negro,NO
BEL,SIN_CODIGO,SIN_CODIGO,aeródromo,BELL VILLE,"32°39'30""S  62°42' 7""W",-32.65833333333333,-62.70194444444445,131.0,Metros,Bell Ville,2.5,SSO,PUBLICO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Córdoba,NO
BEX,SIN_CODIGO,SIN_CODIGO,aeródromo,BARADERO,"33°51'31""S  59°28' 9""W",-33.85861111111111,-59.469166666666666,26.0,Metros,Pueblo Alsina,9.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,ulm,Nacional,NO,NO,Buenos Aires,NO
BHB,SIN_CODIGO,SIN_CODIGO,aeródromo,BAHÍA BLANCA/AEROCLUB,"38°40'19""S  62°21' 9""W",-38.67194444444444,-62.3525,15.0,Metros,Bahía Blanca,9.0,NO,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BHT,SIN_CODIGO,SIN_CODIGO,aeródromo,BRAGADO/HARAS TRELLIRIS,"35°19'53""S  60°34'44""W",-35.331388888888895,-60.57888888888889,60.0,Metros,Bragado,12.0,S,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BIO,SAWT,RYO,aeródromo,EL TURBIO/28 DE NOVIEMBRE,"51°36'18""S  72°13'13""W",-51.605000000000004,-72.22027777777778,273.0,Metros,El Turbio,10.0,ONO,PUBLICO,AERADIO,RASU,SAVF,civil,Nacional,SI,NO,Santa Cruz,NO
BLA,SIN_CODIGO,SIN_CODIGO,aeródromo,BALCARCE/EA. LA ALBORADA,"37°27'46""S  58°11'18""W",-37.46277777777778,-58.18833333333333,64.0,Metros,Balcarce,43.0,NNE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BLC,SIN_CODIGO,SIN_CODIGO,aeródromo,BALCARCE/EA. LOS CARDOS,"37°44' 7""S  58° 2'18""W",-37.73527777777778,-58.038333333333334,120.0,Metros,Balcarce,21.0,NE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BLE,SIN_CODIGO,SIN_CODIGO,aeródromo,BALCARCE/EA. LA ESTRELLA,"37°33'34""S  58°39'58""W",-37.559444444444445,-58.66611111111111,139.0,Metros,Balcarce,53.0,N,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BLL,SIN_CODIGO,SIN_CODIGO,aeródromo,MIRAMAR/LAS CORTADERAS,"38°21'17""S  58° 6'31""W",-38.35472222222222,-58.10861111111111,16.0,Metros,Mechongue,25.0,SE,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
BLN,SIN_CODIGO,SIN_CODIGO,aeródromo,LONDRES/BELÉN,"27°42'29""S  67° 5'42""W",-27.708055555555553,-67.095,1200.0,Metros,Belén,2.0,NE,PRIVADO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Catamarca,NO
BLR,SAZI,SIN_CODIGO,aeródromo,BOLIVAR,"36°11'12""S  61° 4'33""W",-36.18666666666666,-61.075833333333335,94.0,Metros,San Carlos de Bolivar,6.0,NNE,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BMO,SIN_CODIGO,SIN_CODIGO,aeródromo,BRAGADO/MALFATO,"35° 9' 6""S  60°30'20""W",-35.151666666666664,-60.50555555555555,57.0,Metros,Bragado,4.0,SO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
BOE,SIN_CODIGO,SIN_CODIGO,aeródromo,MORTEROS/AEROBOERO,"30°43'51""S  62° 0'29""W",-30.730833333333333,-62.00805555555556,96.0,Metros,Morteros,1.0,S,PUBLICO,NOCONTROL,RANO,SACF,desconocido,Nacional,NO,NO,Córdoba,NO
BOG,SIN_CODIGO,SIN_CODIGO,aeródromo,CORONEL BOGADO/FUMIGACIONES CAMPAGNUCCI,"33°19'27""S  60°39'58""W",-33.32416666666667,-60.66611111111111,48.0,Metros,Coronel Bogado,6.0,O,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
BOL,SAVB,EHL,aeródromo,EL BOLSÓN,"41°56'36""S  71°31'56""W",-41.94333333333333,-71.53222222222222,348.0,Metros,El Bolsón,0.0,Lindando,PUBLICO,AERADIO,RASU,SAVF,civil,Nacional,NO,NO,Río Negro,NO
BOM,SIN_CODIGO,SIN_CODIGO,aeródromo,BOMBAL/GRAN ANCONA,"33°26'19""S  61°18'12""W",-33.43861111111111,-61.30333333333333,97.0,Metros,Bombal,3.0,NE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
BOS,SIN_CODIGO,SIN_CODIGO,aeródromo,LOBOS,"35°12'39""S  59° 8'12""W",-35.21083333333333,-59.13666666666666,29.0,Metros,Lobos,3.0,SO,PUBLICO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
BPS,SIN_CODIGO,SIN_CODIGO,aeródromo,BRINKMANN/PABLO SIERRA AEROAPLICACIONES,"30°55'46""S  62° 3' 2""W",-30.929444444444446,-62.050555555555555,100.0,Metros,Brinckmann,6.5,SSO,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
BRA,SIN_CODIGO,SIN_CODIGO,aeródromo,BRAGADO,"35° 8'43""S  60°28'55""W",-35.14527777777778,-60.481944444444444,60.0,Metros,Bragado,2.0,SSE,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BRF,SIN_CODIGO,SIN_CODIGO,aeródromo,BAHÍA BLANCA/LA REFORMA,"38°43'50""S  63°17'14""W",-38.730555555555554,-63.28722222222222,67.0,Metros,Bahía Blanca,88.0,O,PRIVADO,NOCONTROL,RASU,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
BRQ,SIN_CODIGO,SIN_CODIGO,aeródromo,BUTA RANQUIL/EL PORTÓN,"37°11'42""S  69°36'35""W",-37.19499999999999,-69.60972222222222,870.0,Metros,Buta Ranquil,22.0,SE,PRIVADO,NOCONTROL,RACE,SAMF,civil,Nacional,NO,NO,Neuquén,NO
BTA,SIN_CODIGO,SIN_CODIGO,aeródromo,BELLA VISTA,"28°31'34""S  59° 2'17""W",-28.52611111111111,-59.03805555555555,55.0,Metros,Bella Vista,0.0,Lindando,PUBLICO,NOCONTROL,RANE,SARR,civil,Nacional,NO,NO,Corrientes,NO
BTS,SIN_CODIGO,SIN_CODIGO,aeródromo,CORRAL DE BUSTOS,"33°16'53""S  62° 9' 5""W",-33.28138888888889,-62.15138888888889,120.0,Metros,Corral de Bustos,2.0,O,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Córdoba,NO
CAF,SIN_CODIGO,SIN_CODIGO,aeródromo,CAFAYATE,"26° 3'51""S  65°55'50""W",-26.06416666666667,-65.93055555555556,1639.0,Metros,Cafayate,1.0,NO,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Salta,NO
CAL,SIN_CODIGO,SIN_CODIGO,aeródromo,CAMPO ARENAL,"27° 4'20""S  66°35'11""W",-27.072222222222223,-66.58638888888889,2324.0,Metros,Santa María,58.0,SO,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Catamarca,NO
CAM,SIN_CODIGO,SIN_CODIGO,aeródromo,CORRALITO/ALFONSO MENGO,"32° 1'28""S  64°16'46""W",-32.02444444444444,-64.27944444444444,545.0,Metros,Corralito,7.0,O,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
CAT,SANC,CTC,aeródromo,CATAMARCA,"28°35'35""S  65°45' 4""W",-28.593055555555555,-65.75111111111111,464.0,Metros,San Fernando del Valle de Catamarca,15.0,SSE,PUBLICO,CONTROL,RANO,SACF,civil,Nacional,SI,SI,Catamarca,NO
CAY,SIN_CODIGO,SIN_CODIGO,aeródromo,SAN CAYETANO,"38°20' 2""S  59°37'49""W",-38.33388888888889,-59.63027777777778,100.0,Metros,San Cayetano,1.5,ONO,PRIVADO,NOCONTROL,RACE,SAEF,desconocido,Nacional,NO,NO,Buenos Aires,NO
CBA,SACO,COR,aeródromo,CÓRDOBA/ING. AER. A. L. V. TARAVELLA,"31°18'36""S  64°12'30""W",-31.310000000000002,-64.20833333333334,489.0,Metros,Córdoba,9.0,NNO,PUBLICO,CONTROL,RANO,SACF,civil,Internacional,SI,SI,Córdoba,NO
CBB,SIN_CODIGO,SIN_CODIGO,aeródromo,CAÑADA ROSQUIN/ByB SERVICIOS AGROPECUARIOS,"32° 6'42""S  61°37'55""W",-32.111666666666665,-61.63194444444444,73.0,Metros,Cañada Rosquín,7.0,SSO,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
CBD,SIN_CODIGO,SIN_CODIGO,aeródromo,CABILDO,"38°29'55""S  61°53' 3""W",-38.49861111111111,-61.884166666666665,159.0,Metros,Cabildo,1.5,SE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
CCA,SATU,UZU,aeródromo,CURUZÚ CUATIÁ,"29°46'21""S  57°58'58""W",-29.772499999999997,-57.98277777777778,70.0,Metros,Curuzú Cuatiá,4.0,ENE,PUBLICO,AERADIO,RANE,SARR,civil,Nacional,NO,NO,Corrientes,NO
CCH,SIN_CODIGO,SIN_CODIGO,aeródromo,CARLOS CASARES/HAYDEE,"35°40'12""S  61°24'20""W",-35.669999999999995,-61.40555555555555,82.0,Metros,Carlos Casares,6.0,SW,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Buenos Aires,NO
CCI,SIN_CODIGO,SIN_CODIGO,aeródromo,CALCHAQUÍ,"29°51' 6""S  60°17'31""W",-29.851666666666667,-60.29194444444444,56.0,Metros,Calchaquí,4.0,N,PRIVADO,NOCONTROL,RANE,SARR,civil,Nacional,NO,NO,Santa Fé,NO
CCM,SIN_CODIGO,SIN_CODIGO,aeródromo,CARLOS CASARES/MALATINI,"35°34' 9""S  61°22' 6""W",-35.56916666666667,-61.36833333333333,82.0,Metros,Carlos Casares,6.0,N,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
CCO,SIN_CODIGO,SIN_CODIGO,aeródromo,CARLOS CASARES/OTTAVIANI,"35°38'53""S  61°21' 1""W",-35.64805555555556,-61.35027777777778,82.0,Metros,Carlos Casares,2.0,SSE,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Buenos Aires,NO
CCP,SIN_CODIGO,SIN_CODIGO,aeródromo,CONCEPCIÓN,"27°20'41""S  65°37' 1""W",-27.34472222222222,-65.61694444444444,386.0,Metros,Concepción,2.4,O,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Tucumán,NO
CCS,SIN_CODIGO,SIN_CODIGO,aeródromo,CACHI,"25° 6'19""S  66° 9'26""W",-25.10527777777778,-66.15722222222223,2510.0,Metros,Cachi,2.0,NO,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Salta,NO
CDA,SIN_CODIGO,SIN_CODIGO,aeródromo,SARGENTO CABRAL/CONDOR DEL AIRE,"33°27'57""S  60°37'43""W",-33.465833333333336,-60.62861111111111,56.0,Metros,Sargento Cabral,4.0,S,PRIVADO,NOCONTROL,RACE,SAEF,aeroapp,Nacional,NO,NO,Santa Fé,NO
CDI,SIN_CODIGO,SIN_CODIGO,aeródromo,CARCARAÑÁ/DI GIUSEPPE,"32°53'28""S  61° 7'27""W",-32.89111111111111,-61.12416666666667,89.0,Metros,Carcarañá,5.0,SE,PRIVADO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Santa Fé,NO
CDL,SIN_CODIGO,SIN_CODIGO,aeródromo,CAÑADA DE LUQUE/BIONDI,"30°45'28""S  63°44'53""W",-30.75777777777778,-63.74805555555556,249.0,Metros,Cañada de Luque,3.0,SW,PRIVADO,NOCONTROL,RANO,SACF,aeroapp,Nacional,NO,NO,Córdoba,NO
CDS,SIN_CODIGO,SIN_CODIGO,aeródromo,CAÑADÓN SECO,"46°32'17""S  67°33'35""W",-46.53805555555555,-67.55972222222222,90.0,Metros,Cañadón Seco,5.0,NE,PRIVADO,NOCONTROL,RASU,SAVF,civil,Nacional,NO,NO,Santa Cruz,NO
CDU,SIN_CODIGO,SIN_CODIGO,aeródromo,CONCEPCIÓN DEL URUGUAY,"32°27'18""S  58°18'24""W",-32.455000000000005,-58.306666666666665,34.0,Metros,Concepción del Uruguay,8.0,NO,PUBLICO,NOCONTROL,RACE,SAEF,civil,Nacional,NO,NO,Entre Ríos,NO
CED,SIN_CODIGO,SIN_CODIGO,aeródromo,MERCEDES,"33°38'32""S  65°25'14""W",-33.64222222222222,-65.42055555555557,515.0,Metros,Villa Mercedes,3.0,NE,PUBLICO,NOCONTROL,RANO,SAMF,desconocido,Nacional,NO,NO,San Luis,NO
CEJ,SIN_CODIGO,SIN_CODIGO,aeródromo,LAS CEJAS/AGROALAS SRL,"26°52'11""S  64°44'45""W",-26.869722222222222,-64.74583333333334,346.0,Metros,Las Cejas,2.0,NNO,PRIVADO,NOCONTROL,RANO,SACF,civil,Nacional,NO,NO,Tucumán,NO
